SUBJECT(1:35); TRIAL(1:89); SETSIZE(0:1000); SERPOS(0:1000); TRTYPE(0:1000); REP(0:1000); ANSAC(0:2); ANSSE(0:1000); ANSRT(0:32767); RECALLAC(0:2); RECALLRT(0:32767); HAND(0:1000)
2 19 2 1 1 2 1 1 572 1 1355 2
2 20 4 3 1 2 1 1 838 1 1929 2
2 21 2 1 2 2 1 2 576 1 1219 2
2 22 4 2 1 1 1 1 840 1 1886 2
2 23 6 4 1 2 1 1 1106 1 8300 2
2 24 6 4 2 1 1 2 1390 0 5779 2
2 25 3 3 1 1 1 1 874 1 1486 2
2 26 5 3 1 2 1 1 907 1 2475 2
2 27 5 2 1 1 1 1 858 1 3169 2
2 28 6 5 2 1 1 2 782 0 2997 2
2 29 4 2 2 1 1 2 701 0 1969 2
2 30 5 5 1 1 1 1 864 0 3050 2
2 31 4 4 1 2 1 1 931 1 2203 2
2 32 6 1 2 2 1 2 736 0 3414 2
2 33 6 2 1 1 1 1 1012 1 3448 2
2 34 2 2 2 1 1 2 535 1 1080 2
2 35 6 1 1 1 1 1 1338 1 3289 2
2 36 6 3 2 1 1 2 828 1 4254 2
2 37 6 5 2 2 1 2 1020 1 3940 2
2 38 5 1 2 2 1 2 1048 1 2257 2
2 39 3 1 2 2 1 2 591 1 1410 2
2 40 5 4 1 1 1 1 1136 1 3096 2
2 41 2 1 2 1 1 2 720 1 1406 2
2 42 4 4 2 2 1 2 697 1 2445 2
2 43 6 4 2 2 1 2 596 1 2673 2
2 44 3 2 1 2 1 1 828 1 1715 2
2 45 3 1 1 2 1 1 783 1 1976 2
2 46 4 1 2 1 1 2 838 1 2008 2
2 47 4 4 1 1 1 1 892 1 2624 2
2 48 3 2 1 1 1 1 877 1 1923 2
2 49 5 1 1 2 1 1 810 1 2894 2
2 50 6 3 2 2 1 2 1345 1 5329 2
2 51 6 1 2 1 1 2 636 1 3330 2
2 52 6 6 1 1 1 1 1244 0 3440 2
2 53 6 1 1 2 1 1 635 0 4309 2
2 54 5 5 2 1 1 2 2253 0 2759 2
2 55 5 4 1 2 1 1 725 1 2823 2
2 56 6 2 1 2 1 1 737 0 4344 2
2 57 5 3 2 1 1 2 668 1 2445 2
2 58 4 4 2 1 1 2 700 1 2248 2
2 59 6 2 2 1 1 2 1251 0 3660 2
2 60 5 2 2 2 1 2 949 0 3318 2
2 61 5 3 2 2 1 2 724 1 2601 2
2 62 4 1 1 1 1 1 751 1 2396 2
2 63 4 1 1 2 1 1 663 1 2067 2
2 64 1 1 2 1 1 2 603 1 1059 2
2 65 5 5 2 2 1 2 748 1 2595 2
2 66 3 3 2 1 1 2 495 1 1600 2
2 67 2 2 1 2 1 1 764 1 1828 2
2 68 5 1 1 1 1 1 761 1 2866 2
2 69 4 3 2 2 1 2 986 1 2109 2
2 70 5 2 2 1 1 2 714 1 2485 2
2 71 6 2 2 2 1 2 928 1 4074 2
2 72 6 6 2 1 1 2 823 1 3247 2
2 73 5 4 2 2 1 2 579 1 1980 2
2 74 4 2 1 2 1 1 1447 1 2334 2
2 75 4 3 2 1 1 2 687 1 2481 2
2 76 6 6 2 2 1 2 739 1 8541 2
2 77 2 1 1 1 1 1 530 1 1215 2
2 78 3 2 2 1 1 2 828 1 1591 2
2 79 3 3 1 2 1 1 687 1 1498 2
2 80 6 3 1 2 1 1 821 1 3755 2
2 81 5 1 2 1 1 2 899 1 1936 2
2 82 1 1 2 2 1 2 502 1 1117 2
2 83 5 5 1 2 1 1 815 1 1851 2
2 84 1 1 1 1 1 1 609 1 1640 2
2 85 6 5 1 2 1 1 908 0 2451 2
2 86 6 5 1 1 1 1 737 1 2277 2
2 87 5 3 1 1 1 1 677 1 2350 2
2 88 3 1 1 1 1 1 689 1 3931 2
23 1 3 2 1 2 1 1 1115 1 1453 2
23 2 1 1 2 1 1 2 803 1 888 2
23 3 5 4 1 2 1 1 860 0 2825 2
23 4 4 3 2 1 1 2 1261 1 5684 2
23 5 4 4 1 1 1 1 704 1 2019 2
23 6 6 4 1 2 1 1 834 1 3220 2
23 7 2 1 1 2 1 1 619 1 1114 2
23 8 6 3 2 1 1 2 875 1 2846 2
23 9 6 6 2 2 1 2 727 0 2938 2
23 10 5 1 2 1 1 2 700 1 2111 2
23 11 6 5 1 2 1 1 683 1 2578 2
23 12 3 1 1 2 1 1 597 1 1509 2
23 13 3 3 1 1 1 1 731 1 1733 2
23 14 4 2 1 2 1 1 744 1 1922 2
23 15 4 2 2 2 1 2 934 1 2813 2
23 16 4 3 2 2 1 2 705 1 2019 2
23 17 3 2 1 2 1 1 691 1 1397 2
23 18 1 1 1 1 1 1 980 1 799 2
23 19 5 4 2 1 1 2 678 1 2259 2
23 20 4 2 1 1 1 1 702 1 2017 2
23 21 3 3 1 2 1 1 693 1 1909 2
23 22 4 1 1 2 1 1 558 1 1968 2
23 23 6 4 1 1 1 1 1252 1 2947 2
23 24 4 3 2 1 1 2 987 1 1643 2
23 25 6 3 1 1 1 1 762 1 2632 2
23 26 5 2 2 2 1 2 580 1 2166 2
23 27 6 6 1 1 1 1 599 1 3560 2
23 28 4 3 1 2 1 1 746 1 1690 2
23 29 6 2 1 2 1 1 1055 1 6887 2
23 30 5 2 2 1 1 2 840 1 2737 2
23 31 6 4 2 2 1 2 587 0 2740 2
23 32 3 2 2 1 1 2 736 1 1692 2
23 33 4 4 2 1 1 2 617 1 2096 2
23 34 3 1 2 2 1 2 1300 1 1435 2
23 35 5 1 2 2 1 2 670 1 2017 2
23 36 3 2 1 1 1 1 1056 1 1497 2
23 37 5 4 1 2 1 1 728 1 2297 2
23 38 1 1 2 1 1 2 518 1 981 2
23 39 1 1 2 2 1 2 615 1 883 2
23 40 5 2 1 1 1 1 627 1 1876 2
23 41 5 3 1 2 1 1 726 1 2030 2
23 42 6 3 1 2 1 1 781 1 2497 2
23 43 2 2 1 2 1 1 626 1 1178 2
23 44 5 4 2 2 1 2 772 1 2003 2
23 45 6 6 2 1 1 2 594 1 2386 2
23 46 6 4 2 1 1 2 637 1 6874 2
23 47 5 5 2 1 1 2 621 1 1745 2
23 48 5 3 1 1 1 1 903 1 2955 2
23 49 2 1 1 1 1 1 632 1 1292 2
23 50 6 5 1 1 1 1 677 1 3133 2
23 51 4 4 2 2 1 2 611 1 1932 2
23 52 6 5 2 2 1 2 556 0 2780 2
23 53 2 1 2 1 1 2 623 1 1363 2
23 54 4 2 2 1 1 2 800 1 1782 2
23 55 5 3 2 2 1 2 863 1 2567 2
23 56 4 1 2 1 1 2 522 1 1857 2
23 57 6 2 1 1 1 1 685 1 2471 2
23 58 3 1 1 1 1 1 691 1 1502 2
23 59 2 1 2 2 1 2 996 1 1224 2
23 60 3 3 2 1 1 2 692 1 1939 2
23 61 5 5 1 2 1 1 631 1 2253 2
23 62 2 2 1 1 1 1 584 1 1073 2
23 63 5 4 1 1 1 1 713 1 2109 2
23 64 6 1 1 1 1 1 548 1 2213 2
23 65 4 3 1 1 1 1 659 1 1690 2
23 66 4 4 1 2 1 1 659 1 1783 2
23 67 6 1 2 1 1 2 686 1 2007 2
23 68 5 2 1 2 1 1 1047 1 2070 2
23 69 4 1 2 2 1 2 725 1 1746 2
23 70 1 1 1 2 1 1 567 1 882 2
23 71 6 5 2 1 1 2 547 1 5626 2
23 72 2 2 2 1 1 2 930 1 1124 2
23 73 5 1 1 2 1 1 817 1 1881 2
23 74 6 1 1 2 1 1 880 0 3210 2
23 75 3 3 2 2 1 2 729 1 1358 2
23 76 6 6 1 2 1 1 1389 0 2353 2
23 77 5 5 2 2 1 2 852 1 2885 2
23 78 5 3 2 1 1 2 680 1 2588 2
23 79 5 5 1 1 1 1 619 1 2099 2
23 80 6 3 2 2 1 2 1437 1 4490 2
23 81 6 2 2 2 1 2 919 0 2493 2
23 82 4 1 1 1 1 1 514 1 1641 2
23 83 6 1 2 2 1 2 647 1 4351 2
23 84 5 1 1 1 1 1 490 1 1696 2
23 85 6 2 2 1 1 2 691 0 3567 2
23 86 3 2 2 2 1 2 639 1 1694 2
23 87 2 2 2 2 1 2 445 1 1075 2
23 88 3 1 2 1 1 2 704 1 1595 2
6 1 3 2 1 2 1 1 3734 0 11800 0
6 2 1 1 2 1 0 1 16125 0 11873 0
6 3 5 4 1 2 1 1 2445 0 11595 0
6 4 4 3 2 1 1 2 3082 0 5745 0
6 5 6 1 2 2 1 2 4105 0 7135 0
6 6 6 4 2 1 1 2 2938 1 4220 0
6 7 4 4 1 2 1 1 2438 1 2474 0
6 8 5 1 1 1 1 1 1607 1 2772 0
6 9 6 3 2 1 0 1 1883 0 4816 0
6 10 1 1 1 2 1 1 2292 1 2172 0
6 11 4 4 2 1 1 2 1682 1 6658 0
6 12 5 2 2 2 1 2 7358 0 3237 0
6 13 2 1 1 2 1 1 2070 1 1232 0
6 14 5 5 1 2 1 1 2024 1 2772 0
6 15 5 2 2 1 1 2 1981 1 2913 0
6 16 4 1 1 2 1 1 2054 1 2407 0
6 17 5 1 1 2 1 1 1276 1 3099 0
6 18 6 2 1 2 0 2 1067 1 4181 0
6 19 5 4 1 1 1 1 1565 0 3666 0
6 20 6 1 1 2 1 1 1630 1 2822 0
6 21 6 6 1 1 1 1 1201 1 3099 0
6 22 1 1 2 1 1 2 1927 1 932 0
6 23 3 1 2 1 1 2 1208 1 1418 0
6 24 6 6 2 2 1 2 1256 1 6581 0
6 25 5 4 1 2 1 1 1380 1 4457 0
6 26 6 5 2 2 1 2 1632 1 3054 0
6 27 2 1 2 2 1 2 1282 1 672 0
6 28 3 2 1 2 1 1 1385 1 1171 0
6 29 6 5 1 1 1 1 2976 0 3694 0
6 30 4 4 1 1 1 1 1120 0 1490 0
6 31 6 2 1 1 0 2 1153 1 2627 0
6 32 5 3 1 1 1 1 1184 1 2771 0
6 33 5 2 1 2 1 1 1418 1 1930 0
6 34 4 1 2 1 1 2 1683 1 1670 0
6 35 4 4 2 2 1 2 1552 1 1700 0
6 36 6 1 1 1 1 1 1621 1 2452 0
6 37 3 1 2 2 1 2 1385 1 0 0
6 38 1 1 1 1 1 1 1355 1 1114 0
6 39 4 3 1 1 1 1 1450 1 1244 0
6 40 4 1 1 1 1 1 1312 1 2343 0
6 41 4 3 2 2 1 2 1361 1 1273 0
6 42 3 1 1 2 1 1 1246 1 1441 0
6 43 4 2 2 1 1 2 1647 1 2910 0
6 44 6 1 2 1 1 2 1632 0 1851 0
6 45 3 2 1 1 1 1 1154 1 1044 0
6 46 5 1 2 1 1 2 3198 1 4501 0
6 47 4 1 2 2 1 2 1081 1 2243 0
6 48 6 6 2 1 1 2 1581 0 2356 0
6 49 1 1 2 2 1 2 1317 1 1244 0
6 50 6 3 1 1 0 2 1071 1 2533 0
6 51 5 5 2 1 1 2 1136 1 2773 0
6 52 2 1 1 1 1 1 1376 1 1185 0
6 53 5 2 1 1 1 1 1804 1 2416 0
6 54 6 5 1 2 1 1 1299 0 3093 0
6 55 2 2 2 2 1 2 1148 1 707 0
6 56 4 2 2 2 1 2 1779 1 1138 0
6 57 5 3 2 1 1 2 1051 1 2688 0
6 58 2 1 2 1 1 2 1049 1 1738 0
6 59 6 4 1 1 1 1 3024 1 3639 0
6 60 5 5 2 2 1 2 1002 1 2114 0
6 61 2 2 1 2 1 1 1426 1 3208 0
6 62 4 2 1 2 1 1 1872 1 2330 0
6 63 3 3 2 2 1 2 1115 1 12572 0
6 64 5 3 2 2 1 2 1464 1 2400 0
6 65 6 2 2 1 1 2 1530 0 3474 0
6 66 6 6 1 2 1 1 1676 0 5575 0
6 67 6 3 1 2 1 1 1305 1 2262 0
6 68 3 3 2 1 1 2 1349 1 1320 0
6 69 6 4 2 2 1 2 972 1 3217 0
6 70 5 1 2 2 1 2 952 0 4179 0
6 71 6 2 2 2 1 2 925 1 3376 0
6 72 4 2 1 1 1 1 1547 1 2203 0
6 73 5 4 2 1 1 2 1231 1 2627 0
6 74 3 3 1 1 1 1 969 1 950 0
6 75 4 3 2 1 1 2 1033 1 2707 0
6 76 5 4 2 2 1 2 956 1 2716 0
6 77 6 4 1 2 1 1 1769 0 3075 0
6 78 3 2 2 1 1 2 2137 1 2757 0
6 79 3 2 2 2 1 2 1162 1 23752 0
6 80 3 1 1 1 1 1 1277 1 28027 0
6 81 6 3 2 2 1 2 1015 1 3143 0
6 82 5 3 1 2 1 1 1605 0 1606 0
6 83 4 3 1 2 1 1 1131 1 1598 0
6 84 2 2 1 1 1 1 1149 0 1150 0
6 85 2 2 2 1 1 2 1229 1 2710 0
6 86 3 3 1 2 1 1 1012 1 1683 0
6 87 6 5 2 1 1 2 1212 1 3868 0
6 88 5 5 1 1 1 1 3205 1 2435 0
25 1 3 2 1 2 1 1 3423 1 1859 1
25 2 1 1 2 1 0 1 3840 0 5961 1
25 3 5 4 1 2 0 2 1186 1 2331 1
25 4 4 3 2 1 1 2 1222 1 5442 1
25 5 5 3 1 2 1 1 1104 1 3941 1
25 6 6 2 2 2 1 2 878 1 3179 1
25 7 2 2 1 2 1 1 1149 1 616 1
25 8 6 2 1 2 1 1 1158 1 2166 1
25 9 5 2 2 1 1 2 1101 0 2530 1
25 10 5 5 1 1 1 1 1104 1 2192 1
25 11 4 2 1 1 1 1 1079 1 1382 1
25 12 6 3 1 1 1 1 1023 0 2492 1
25 13 6 1 1 1 1 1 923 0 4022 1
25 14 6 2 1 1 1 1 1075 0 16949 1
25 15 4 4 1 2 1 1 989 1 3028 1
25 16 6 2 2 1 0 1 13089 0 5258 1
25 17 6 1 2 2 1 2 1069 1 4276 1
25 18 6 3 2 2 1 2 1159 1 3130 1
25 19 5 4 1 2 1 1 1152 1 2075 1
25 20 4 4 2 1 1 2 1037 1 1772 1
25 21 4 4 1 1 1 1 944 1 1785 1
25 22 5 3 1 1 1 1 1146 0 12164 1
25 23 3 3 2 2 0 1 1439 1 1324 1
25 24 5 1 1 1 1 1 1285 1 1963 1
25 25 4 3 1 2 0 2 1954 0 1455 1
25 26 5 5 2 1 1 2 893 1 2489 1
25 27 5 2 1 1 0 2 1055 1 2354 1
25 28 3 2 1 1 1 1 1161 0 901 1
25 29 6 3 1 2 1 1 1399 0 1973 1
25 30 6 3 2 1 1 2 1344 0 8610 1
25 31 5 3 2 2 1 2 1246 1 2633 1
25 32 2 1 2 2 1 2 1100 1 1168 1
25 33 4 2 2 2 1 2 2206 1 2161 1
25 34 6 6 2 1 1 2 1579 1 8075 1
25 35 5 5 2 2 1 2 816 1 2297 1
25 36 4 1 1 1 1 1 1040 1 2153 1
25 37 4 1 1 2 1 1 1189 1 3936 1
25 38 2 1 1 2 1 1 2007 1 1360 1
25 39 3 2 2 2 1 2 885 1 1678 1
25 40 5 2 1 2 1 1 1379 1 2427 1
25 41 5 1 2 1 1 2 1477 0 1571 1
25 42 4 1 2 1 1 2 1543 0 3326 1
25 43 3 1 1 1 1 1 1067 1 11045 1
25 44 5 4 2 2 1 2 954 1 2591 1
25 45 3 1 2 2 1 2 1913 1 1433 1
25 46 2 2 2 1 1 2 1239 1 945 1
25 47 6 4 1 1 1 1 1347 1 2616 1
25 48 6 5 2 2 1 2 884 1 5005 1
25 49 5 4 2 1 1 2 2170 1 7795 1
25 50 4 3 1 1 1 1 1501 1 1489 1
25 51 4 2 1 2 1 1 1101 1 1598 1
25 52 2 1 2 1 1 2 1140 1 899 1
25 53 6 5 1 1 1 1 3356 1 4570 1
25 54 5 1 2 2 1 2 1012 1 2426 1
25 55 5 1 1 2 1 1 1067 1 2263 1
25 56 6 1 2 1 1 2 1166 1 2950 1
25 57 3 3 1 2 1 1 879 1 994 1
25 58 4 3 2 1 1 2 1592 1 3285 1
25 59 5 2 2 2 1 2 2175 1 1932 1
25 60 1 1 1 1 1 1 1169 1 556 1
25 61 4 2 2 1 1 2 944 1 1673 1
25 62 4 3 2 2 1 2 2293 1 1652 1
25 63 5 4 1 1 1 1 3405 1 3079 1
25 64 6 4 2 2 1 2 2186 0 4251 1
25 65 5 3 2 1 1 2 1747 1 1728 1
25 66 6 6 2 2 1 2 1072 0 0 1
25 67 1 1 2 1 1 2 568 1 611 1
25 68 4 1 2 2 1 2 985 1 2156 1
25 69 6 1 1 2 1 1 1395 1 4292 1
25 70 3 1 2 1 1 2 1534 1 1412 1
25 71 3 3 1 1 1 1 1914 1 1208 1
25 72 6 6 1 2 0 2 1073 0 2022 1
25 73 3 3 2 1 1 2 839 1 809 1
25 74 5 5 1 2 1 1 2602 1 2351 1
25 75 6 4 1 2 1 1 2025 0 4453 1
25 76 2 2 2 2 1 2 1003 1 798 1
25 77 2 1 1 1 1 1 2080 1 904 1
25 78 4 4 2 2 1 2 998 1 1750 1
25 79 1 1 1 2 1 1 2434 1 614 1
25 80 6 5 2 1 1 2 831 1 2444 1
25 81 3 2 2 1 1 2 1164 1 931 1
25 82 1 1 2 2 1 2 991 1 1001 1
25 83 3 1 1 2 1 1 2094 1 1042 1
25 84 3 2 1 2 1 1 1294 1 1275 1
25 85 6 6 1 1 1 1 2010 0 2530 1
25 86 6 4 2 1 1 2 739 1 3020 1
25 87 2 2 1 1 1 1 1097 1 790 1
25 88 6 5 1 2 0 2 1999 0 2707 1
18 1 3 2 1 2 1 1 2603 0 6405 1
18 2 1 1 2 1 1 2 1508 1 3650 1
18 3 5 4 1 2 1 1 1607 0 3936 1
18 4 4 3 2 1 1 2 1500 1 3834 1
18 5 3 1 1 2 1 1 802 0 4858 1
18 6 1 1 1 2 1 1 990 1 1444 1
18 7 6 1 2 1 1 2 1253 0 4407 1
18 8 4 2 2 2 1 2 1029 1 3082 1
18 9 6 6 2 2 1 2 1490 1 3387 1
18 10 2 2 2 2 1 2 1278 1 1318 1
18 11 5 1 1 1 1 1 954 0 2536 1
18 12 5 3 2 1 1 2 952 1 3331 1
18 13 4 4 2 1 1 2 1403 1 2528 1
18 14 1 1 1 1 1 1 562 1 1123 1
18 15 5 2 2 2 1 2 951 1 2320 1
18 16 5 1 1 2 1 1 1011 0 2357 1
18 17 5 4 1 1 1 1 1232 0 3804 1
18 18 3 3 1 1 1 1 779 0 2761 1
18 19 6 6 1 1 1 1 1632 0 5336 1
18 20 3 3 1 2 1 1 685 0 1462 1
18 21 6 4 1 1 1 1 926 0 2773 1
18 22 4 2 1 2 1 1 705 0 1894 1
18 23 6 6 2 1 1 2 971 1 2544 1
18 24 3 3 2 2 1 2 1156 1 1445 1
18 25 6 2 1 1 1 1 1062 0 2955 1
18 26 2 1 1 2 1 1 622 0 1091 1
18 27 5 5 2 2 1 2 863 1 2767 1
18 28 4 1 2 2 1 2 1177 1 1691 1
18 29 4 4 1 2 1 1 891 0 1779 1
18 30 4 2 2 1 1 2 898 1 2041 1
18 31 6 1 1 2 1 1 1086 0 2575 1
18 32 4 2 1 1 1 1 703 0 2151 1
18 33 3 2 1 1 1 1 790 0 1543 1
18 34 6 3 2 2 1 2 1960 0 3397 1
18 35 6 3 1 1 1 1 1201 0 2996 1
18 36 6 4 2 1 1 2 887 1 2782 1
18 37 5 3 1 1 1 1 1799 0 3040 1
18 38 4 4 2 2 1 2 849 1 2064 1
18 39 6 2 2 1 1 2 932 1 3235 1
18 40 2 2 1 2 1 1 535 0 2640 1
18 41 4 3 1 1 1 1 894 0 1736 1
18 42 3 2 2 2 1 2 654 1 1743 1
18 43 6 2 2 2 1 2 974 0 4589 1
18 44 4 1 1 2 1 1 842 0 1634 1
18 45 2 1 1 1 1 1 442 0 1072 1
18 46 1 1 2 2 1 2 803 1 836 1
18 47 6 3 1 2 0 2 1016 1 6233 1
18 48 5 1 2 1 1 2 1641 0 2854 1
18 49 5 2 2 1 1 2 1382 1 1871 1
18 50 5 5 1 2 1 1 761 0 2062 1
18 51 6 1 2 2 1 2 1120 1 3001 1
18 52 6 5 1 1 1 1 968 0 2457 1
18 53 5 5 1 1 1 1 729 0 2246 1
18 54 6 4 1 2 1 1 1304 0 2906 1
18 55 2 2 1 1 1 1 627 0 977 1
18 56 6 1 1 1 1 1 1061 0 1852 1
18 57 6 5 2 2 1 2 1066 1 2959 1
18 58 6 3 2 1 1 2 1587 1 2766 1
18 59 6 4 2 2 1 2 1015 1 3093 1
18 60 6 5 2 1 1 2 1485 1 3743 1
18 61 3 1 2 2 1 2 745 1 1870 1
18 62 3 1 1 1 1 1 604 0 1361 1
18 63 4 3 1 2 1 1 516 0 2201 1
18 64 1 1 2 1 1 2 798 1 939 1
18 65 5 2 1 2 1 1 1612 0 2430 1
18 66 3 1 2 1 1 2 602 1 1169 1
18 67 5 2 1 1 1 1 1006 0 2343 1
18 68 5 1 2 2 1 2 1047 1 2158 1
18 69 2 1 2 1 1 2 674 1 1587 1
18 70 3 2 1 2 1 1 691 0 1262 1
18 71 6 5 1 2 1 1 1213 0 2573 1
18 72 5 4 2 1 1 2 1236 1 2529 1
18 73 4 3 2 1 1 2 848 1 2061 1
18 74 5 3 1 2 1 1 817 0 2808 1
18 75 4 3 2 2 1 2 1040 1 2242 1
18 76 4 4 1 1 1 1 666 0 1896 1
18 77 2 2 2 1 1 2 674 1 1680 1
18 78 6 2 1 2 1 1 1122 0 3952 1
18 79 5 4 2 2 1 2 2172 1 2298 1
18 80 4 1 2 1 1 2 1038 1 2580 1
18 81 2 1 2 2 1 2 635 1 1264 1
18 82 3 3 2 1 1 2 592 1 1664 1
18 83 4 1 1 1 1 1 950 0 1690 1
18 84 3 2 2 1 1 2 600 1 2018 1
18 85 5 3 2 2 1 2 906 1 2267 1
18 86 6 6 1 2 1 1 794 0 2534 1
18 87 5 5 2 1 1 2 917 1 2256 1
18 88 5 4 1 2 1 1 732 0 2620 1
31 1 3 2 1 2 1 1 880 0 1612 1
31 2 1 1 2 1 1 2 467 1 764 1
31 3 5 4 1 2 1 1 580 0 2444 1
31 4 4 3 2 1 1 2 951 1 2071 1
31 5 3 3 1 1 1 1 501 0 1450 1
31 6 1 1 2 1 1 2 558 1 788 1
31 7 5 1 1 2 1 1 626 0 2583 1
31 8 5 3 1 1 1 1 771 0 2256 1
31 9 4 2 2 2 1 2 849 1 2204 1
31 10 3 2 2 1 1 2 546 1 1588 1
31 11 5 4 1 1 1 1 624 0 2350 1
31 12 6 2 1 1 1 1 1351 0 2350 1
31 13 2 1 1 1 1 1 446 0 837 1
31 14 6 1 1 2 1 1 646 0 2269 1
31 15 3 3 2 2 1 2 558 1 2106 1
31 16 6 6 1 2 1 1 742 0 2232 1
31 17 6 6 2 2 1 2 841 1 3002 1
31 18 6 2 1 2 1 1 927 0 6599 1
31 19 6 4 1 1 1 1 790 0 3982 1
31 20 2 1 2 2 1 2 537 1 1106 1
31 21 4 1 2 1 1 2 755 1 2257 1
31 22 2 2 1 1 1 1 625 0 703 1
31 23 5 3 2 1 1 2 819 1 2579 1
31 24 4 3 2 1 1 2 900 1 2430 1
31 25 4 1 2 2 1 2 703 1 2666 1
31 26 3 2 1 2 1 1 550 0 1176 1
31 27 2 2 1 2 1 1 496 0 939 1
31 28 1 1 2 2 1 2 522 1 936 1
31 29 4 3 2 2 1 2 615 1 1805 1
31 30 2 1 2 1 1 2 532 1 1121 1
31 31 4 4 1 2 1 1 609 0 1790 1
31 32 5 4 1 2 1 1 715 0 2105 1
31 33 6 4 2 2 1 2 793 1 3004 1
31 34 6 5 1 2 1 1 1023 0 3341 1
31 35 6 3 2 2 1 2 1168 1 2615 1
31 36 5 2 2 2 1 2 635 1 2790 1
31 37 5 2 1 1 0 2 906 0 12033 1
31 38 5 2 2 1 1 2 998 1 2992 1
31 39 6 5 2 2 1 2 827 1 2731 1
31 40 5 3 1 2 1 1 863 0 2041 1
31 41 4 4 2 2 1 2 614 1 1824 1
31 42 1 1 1 1 1 1 569 1 1020 1
31 43 4 4 1 1 1 1 478 0 1828 1
31 44 5 3 2 2 1 2 723 0 3608 1
31 45 4 2 1 2 1 1 1179 0 1784 1
31 46 6 3 1 1 1 1 1168 0 3724 1
31 47 2 2 2 2 1 2 494 1 1417 1
31 48 4 2 2 1 1 2 662 1 2016 1
31 49 3 1 1 2 0 2 638 0 1783 1
31 50 1 1 1 2 1 1 419 1 839 1
31 51 5 5 1 1 1 1 671 0 2530 1
31 52 6 2 2 2 1 2 745 1 2953 1
31 53 3 1 2 1 1 2 551 1 1469 1
31 54 4 3 1 2 1 1 529 0 1545 1
31 55 4 3 1 1 1 1 710 0 2859 1
31 56 4 1 1 2 1 1 526 0 1884 1
31 57 3 1 1 1 1 1 558 0 916 1
31 58 4 2 1 1 1 1 985 0 3093 1
31 59 2 2 2 1 1 2 530 1 1119 1
31 60 6 4 1 2 1 1 504 0 3231 1
31 61 5 4 2 1 1 2 818 1 3029 1
31 62 4 4 2 1 1 2 757 1 1592 1
31 63 3 2 1 1 1 1 876 0 1169 1
31 64 5 4 2 2 1 2 632 1 2950 1
31 65 5 2 1 2 1 1 1194 0 2864 1
31 66 6 5 1 1 1 1 647 0 2781 1
31 67 6 3 1 2 1 1 789 0 2952 1
31 68 3 2 2 2 1 2 737 1 1840 1
31 69 6 6 1 1 1 1 791 0 10631 1
31 70 3 1 2 2 1 2 547 1 1651 1
31 71 6 2 2 1 1 2 874 1 3329 1
31 72 6 1 2 1 1 2 742 1 2213 1
31 73 6 5 2 1 1 2 1668 1 3047 1
31 74 5 1 2 2 1 2 1232 1 3381 1
31 75 5 5 1 2 1 1 638 0 2356 1
31 76 5 1 1 1 1 1 627 0 1731 1
31 77 6 1 2 2 1 2 833 1 3609 1
31 78 6 6 2 1 1 2 1683 0 2899 1
31 79 3 3 2 1 1 2 507 1 1321 1
31 80 2 1 1 2 1 1 485 0 698 1
31 81 5 1 2 1 1 2 1142 1 2393 1
31 82 4 1 1 1 1 1 710 0 1798 1
31 83 6 3 2 1 1 2 827 1 1843 1
31 84 3 3 1 2 1 1 694 0 1593 1
31 85 5 5 2 1 1 2 1185 1 1880 1
31 86 6 4 2 1 1 2 872 0 6280 1
31 87 5 5 2 2 1 2 769 1 2726 1
31 88 6 1 1 1 1 1 879 0 1845 1
10 1 3 2 1 2 1 1 1911 1 3549 1
10 2 1 1 2 1 1 2 1497 1 3589 1
10 3 5 4 1 2 1 1 1008 1 2816 1
10 4 4 3 2 1 1 2 852 1 2215 1
10 5 4 2 2 2 1 2 889 1 1975 1
10 6 6 3 2 2 1 2 1261 1 3896 1
10 7 1 1 2 1 1 2 712 1 1299 1
10 8 2 2 1 2 1 1 728 1 2571 1
10 9 6 4 2 2 1 2 739 0 4178 1
10 10 6 4 2 1 1 2 1070 1 5287 1
10 11 3 1 1 2 1 1 697 1 1274 1
10 12 6 1 2 1 1 2 881 1 3092 1
10 13 6 5 2 2 1 2 1045 0 4077 1
10 14 6 4 1 1 1 1 923 1 4737 1
10 15 6 6 1 2 1 1 1210 1 2964 1
10 16 6 1 1 2 1 1 838 0 5876 1
10 17 6 2 2 1 1 2 834 1 2887 1
10 18 6 2 1 1 1 1 926 0 3591 1
10 19 4 3 2 1 1 2 610 1 2072 1
10 20 5 3 2 1 1 2 675 0 2391 1
10 21 5 2 1 2 1 1 861 1 2721 1
10 22 4 4 2 1 1 2 627 1 1943 1
10 23 5 3 2 2 1 2 589 1 2813 1
10 24 3 1 2 1 1 2 512 1 1507 1
10 25 2 1 2 2 1 2 528 1 1211 1
10 26 5 5 1 1 1 1 961 1 2694 1
10 27 6 3 1 2 1 1 923 0 4754 1
10 28 4 4 1 1 1 1 751 1 1694 1
10 29 3 2 2 1 1 2 557 1 1915 1
10 30 4 3 1 1 1 1 657 1 2078 1
10 31 3 3 2 2 1 2 591 1 1872 1
10 32 4 2 1 2 1 1 612 1 1871 1
10 33 6 3 2 1 1 2 692 0 3217 1
10 34 5 1 2 2 1 2 626 1 2170 1
10 35 4 1 1 1 1 1 616 1 2201 1
10 36 6 1 1 1 1 1 669 0 5868 1
10 37 6 3 1 1 1 1 829 1 3710 1
